GroupID,name,noriire,ido,keido,nouse
1131518,軍畑,2,139.207431,35.807382,2
1131519,沢井,2,139.193324,35.80594,2
1131520,御嶽,2,139.182589,35.801468,4
1131521,川井,2,139.16429,35.813697,2
1131522,古里,2,139.152102,35.816247,2
1131523,鳩ノ巣,2,139.128932,35.815127,2
1131524,白丸,2,139.114861,35.811735,2
1131525,奥多摩,1,139.096961,35.809357,1
1131602,熊川,2,139.33584,35.728321,2
1131603,東秋留,2,139.311665,35.725904,2
1131604,秋川,2,139.286715,35.727998,2
1131605,武蔵引田,2,139.269907,35.729711,2
1131606,武蔵増戸,2,139.256355,35.730961,2
1131607,武蔵五日市,1,139.228039,35.732248,1
1131702,北八王子,2,139.363348,35.669232,2
1131703,小宮,2,139.368481,35.685799,2
1131705,東福生,2,139.33594,35.745811,2
1131706,箱根ケ崎,1,139.346805,35.771158,1
1131902,尾久,4,139.753846,35.74683,6
1131903,赤羽,6,139.720928,35.778026,10
1132003,三河島,2,139.777131,35.733383,4
1132004,南千住,6,139.799152,35.73328133333333,6
1132005,北千住,9,139.804816,35.749378,9
1132006,綾瀬,4,139.825019,35.762222,4
1132007,亀有,2,139.847573,35.766527,2
1132008,金町,1,139.870482,35.769582,2
1132008,京成金町,1,139.870387,35.768471,1
1132106,板橋,2,139.719507,35.745435,12
1132107,十条,2,139.722233,35.760321,4
1132109,北赤羽,2,139.70569,35.787007,2
1132110,浮間舟渡,1,139.691341,35.791209,1
1132602,八丁堀,4,139.7773435,35.674734,4
1132603,越中島,2,139.792713,35.667946,2
1132604,潮見,2,139.817341,35.658702,2
1132605,新木場,4,139.82701933333334,35.64605866666667,4
1132606,葛西臨海公園,1,139.861529,35.644392,1
1133211,東十条,2,139.726858,35.763803,2
1133212,王子,4,139.737854,35.753252,21
1133212,王子駅前,2,139.737661,35.753199,2
1133213,上中里,2,139.745769,35.74728,2
1133228,大井町,5,139.73496666666668,35.607109,5
1133229,大森,2,139.728079,35.588903,6
1133230,蒲田,3,139.7150946666667,35.562017000000004,6
2100102,北池袋,2,139.716749,35.741283,2
2100103,下板橋,2,139.714785,35.745721,2
2100104,大山,2,139.702589,35.748398,2
2100105,中板橋,2,139.694628,35.756214,2
2100106,ときわ台,2,139.689015,35.758771,2
2100107,上板橋,2,139.67641,35.763596,2
2100108,東武練馬,2,139.661964,35.768698,2
2100109,下赤塚,2,139.644482,35.770558,2
2100109,地下鉄赤塚,4,139.644021,35.769939,4
2100110,成増,1,139.632708,35.777723,3
2100110,地下鉄成増,2,139.631497,35.776557,2
2100201,浅草,4,139.797592,35.710692333333334,10
2100202,とうきょうスカイツリー,2,139.809332,35.71043,2
2100203,押上（スカイツリー前）,2,139.812935,35.710702,2
2100203,押上〈スカイツリー前〉,3,139.812935,35.710702,3
2100204,曳舟,3,139.816634,35.718418,5
2100205,東向島,2,139.819306,35.724324,2
2100206,鐘ヶ淵,2,139.820344,35.733712,2
2100207,堀切,2,139.817727,35.742977,4
2100208,牛田,2,139.811816,35.744555,2
2100208,京成関屋,2,139.81183,35.744008,2
2100210,小菅,2,139.812935,35.759039,2
2100211,五反野,2,139.809643,35.765852,2
2100212,梅島,2,139.797916,35.772437,2
2100213,西新井,3,139.790372,35.777323,5
2100214,竹ノ塚,1,139.790788,35.794368,1
2100502,小村井,2,139.827595,35.710316,2
2100503,東あずま,2,139.831883,35.707067,2
2100504,亀戸水神,2,139.833422,35.699976,2
2100602,大師前,1,139.781647,35.778989,1
2200102,椎名町,2,139.694363,35.726572,2
2200103,東長崎,2,139.683294,35.73003,2
2200104,江古田,2,139.672814,35.737557,4
2200105,桜台,2,139.662602,35.738797,4
2200106,練馬,6,139.6544685,35.737770749999996,12
2200107,中村橋,2,139.637456,35.736767,2
2200108,富士見台,2,139.62969,35.735867,2
2200109,練馬高野台,2,139.616749,35.740622,2
2200110,石神井公園,2,139.606981,35.743563,2
2200111,大泉学園,2,139.586732,35.749406,2
2200112,保谷,2,139.567753,35.748222,2
2200113,ひばりヶ丘,2,139.545852,35.751485,2
2200114,東久留米,2,139.533739,35.760445,2
2200115,清瀬,2,139.519917,35.772221,2
2200116,秋津,1,139.496539,35.778614,2
2200301,小竹向原,5,139.678572,35.743803,5
2200302,新桜台,2,139.6683,35.74077,2
2200402,豊島園,3,139.6485445,35.7420605,3
2200601,多摩湖,1,139.442747,35.765881,1
2200701,西武新宿,1,139.7,35.696254,1
2200703,下落合,2,139.695391,35.715846,2
2200704,中井,4,139.6866615,35.7145705,4
2200705,新井薬師前,2,139.672582,35.715778,2
2200706,沼袋,2,139.663841,35.719458,2
2200707,野方,2,139.652733,35.719658,2
2200708,都立家政,2,139.644839,35.722313,2
2200709,鷺ノ宮,2,139.63892,35.722605,2
2200710,下井草,2,139.624688,35.723852,2
2200711,井荻,2,139.615303,35.72469,2
2200712,上井草,2,139.602937,35.725326,2
2200713,上石神井,2,139.592266,35.726189,2
2200714,武蔵関,2,139.576417,35.7276,2
2200715,東伏見,2,139.563529,35.728761,2
2200716,西武柳沢,2,139.552477,35.728621,2
2200717,田無,2,139.539259,35.727307,2
2200718,花小金井,2,139.513228,35.726129,2
2200719,小平,3,139.488491,35.736963,5
2200720,久米川,2,139.472653,35.749575,2
2200721,東村山,3,139.465839,35.76006,3
2200802,萩山,4,139.476903,35.740759,4
2200803,小川,4,139.463493,35.737573,6
2200804,東大和市,2,139.434249,35.732829,2
2200805,玉川上水,4,139.4181505,35.7319905,4
2200806,武蔵砂川,2,139.392319,35.728876,2
2200807,西武立川,2,139.370124,35.7262,2
2200902,西武園,1,139.448904,35.767684,1
2201002,恋ヶ窪,2,139.463944,35.711385,2
2201003,鷹の台,2,139.461155,35.723097,2
2201102,一橋学園,2,139.480039,35.72217,2
2201103,青梅街道,2,139.476628,35.73098,2
2201106,八坂,2,139.467676,35.744925,2
2201107,武蔵大和,2,139.444008,35.756427,2
2201202,新小金井,2,139.526603,35.695908,2
2201203,多磨,2,139.51713,35.676821,4
2201204,白糸台,2,139.509862,35.666517,2
2201205,競艇場前,2,139.499721,35.656232,2
2201206,是政,1,139.488592,35.656242,1
2300101,京成上野,2,139.773571,35.711232,2
2300103,新三河島,2,139.773834,35.73714,2
2300104,町屋,4,139.781,35.7425435,7
2300104,町屋駅前,2,139.781145,35.74275,2
2300105,千住大橋,2,139.796934,35.74243,2
2300107,堀切菖蒲園,2,139.827545,35.747649,2
2300108,お花茶屋,2,139.83988,35.747585,2
2300109,青砥,6,139.856292,35.745883,6
2300110,京成高砂,6,139.866875,35.750932,6
2300111,京成小岩,2,139.88371,35.742158,2
2300112,江戸川,1,139.896226,35.737723,3
2300202,京成曳舟,2,139.820012,35.718441,2
2300203,八広,2,139.828738,35.727687,2
2300204,四ツ木,2,139.834918,35.731962,2
2300205,京成立石,2,139.848558,35.738281,2
2300302,柴又,2,139.875188,35.756323,3
2400102,初台,2,139.686354,35.68123,2
2400103,幡ヶ谷,2,139.676183,35.677061,2
2400104,笹塚,3,139.667251,35.673758,3
2400105,代田橋,2,139.659413,35.671092,2
2400106,明大前,4,139.650352,35.668758,4
2400107,下高井戸,3,139.641372,35.66615,3
2400108,桜上水,2,139.63129,35.66768,2
2400109,上北沢,2,139.62329,35.668857,2
2400110,八幡山,2,139.614927,35.669982,2
2400111,芦花公園,2,139.608247,35.670479,2
2400112,千歳烏山,2,139.60067,35.667921,2
2400113,仙川,2,139.584908,35.662257,2
2400114,つつじヶ丘,2,139.575103,35.657936,2
2400115,柴崎,2,139.56658,35.653997,4
2400116,国領,2,139.558036,35.650087,2
2400117,布田,2,139.551557,35.649904,2
2400118,調布,3,139.543988,35.652181,8
2400119,西調布,2,139.529822,35.657169,2
2400120,飛田給,2,139.523666,35.660121,2
2400121,武蔵野台,2,139.511289,35.664159,2
2400122,多磨霊園,2,139.502615,35.666197,2
2400123,東府中,3,139.495257,35.668766,3
2400124,府中,2,139.4799,35.672245,8
2400126,中河原,2,139.457602,35.659549,2
2400127,聖蹟桜ヶ丘,2,139.446979,35.650814,2
2400128,百草園,2,139.431285,35.657362,2
2400129,高幡不動,5,139.41369666666665,35.66206733333333,5
2400130,南平,2,139.392008,35.654559,2
2400131,平山城址公園,2,139.379926,35.647371,2
2400132,長沼,2,139.365849,35.642788,4
2400133,北野,3,139.354489,35.644479,3
2400134,京王八王子,1,139.343851,35.657416,1
2400202,京王多摩川,1,139.536606,35.644499,1
2400204,京王よみうりランド,1,139.517597,35.632934,1
2400205,稲城,1,139.500398,35.636166,3
2400207,京王永山,1,139.448204,35.630102,1
2400207,小田急永山,1,139.447943,35.629972,1
2400208,多摩センター,1,139.422782,35.623724,5
2400208,京王多摩センター,2,139.42402,35.62518,2
2400208,小田急多摩センター,2,139.424298,35.624902,2
2400209,京王堀之内,2,139.400314,35.624438,2
2400210,南大沢,2,139.3798,35.6141,2
2400211,多摩境,1,139.366987,35.601826,1
2400302,京王片倉,2,139.337035,35.644343,2
2400303,山田,2,139.321082,35.644411,2
2400304,めじろ台,2,139.308446,35.643601,2
2400305,狭間,2,139.293808,35.640637,2
2400307,高尾山口,1,139.269856,35.632377,1
2400402,府中競馬正門前,1,139.485019,35.668288,1
2400502,多摩動物公園,3,139.40414950000002,35.648940499999995,3
2400602,神泉,2,139.693579,35.657244,2
2400603,駒場東大前,2,139.684308,35.65868,2
2400604,池ノ上,2,139.67344,35.660402,2
2400605,下北沢,4,139.667213,35.661597,4
2400606,新代田,2,139.660524,35.662593,2
2400607,東松原,2,139.655535,35.662634,2
2400609,永福町,2,139.642733,35.67629,2
2400610,西永福,2,139.634936,35.678918,2
2400611,浜田山,2,139.627528,35.681603,2
2400612,高井戸,2,139.615115,35.683253,5
2400613,富士見ヶ丘,2,139.607072,35.684805,2
2400614,久我山,2,139.599211,35.688138,2
2400615,三鷹台,2,139.589298,35.692046,2
2400616,井の頭公園,2,139.583112,35.697304,2
2500102,南新宿,2,139.69867,35.683483,2
2500103,参宮橋,2,139.693568,35.678586,2
2500104,代々木八幡,2,139.688913,35.669715,2
2500104,代々木公園,2,139.689099,35.669187,2
2500105,代々木上原,3,139.680153,35.669159,3
2500106,東北沢,2,139.673014,35.665379,2
2500108,世田谷代田,2,139.661557,35.65834,2
2500109,梅ヶ丘,2,139.653628,35.656024,2
2500110,山下,2,139.646509,35.653844,2
2500110,豪徳寺,2,139.647381,35.653807,2
2500111,経堂,2,139.635993,35.650991,2
2500112,千歳船橋,2,139.624544,35.647616,2
2500113,祖師ヶ谷大蔵,2,139.609659,35.643236,2
2500114,成城学園前,2,139.598958,35.640114,2
2500115,喜多見,2,139.587445,35.636697,2
2500116,狛江,2,139.577127,35.632001,2
2500117,和泉多摩川,1,139.573695,35.627349,1
2500125,鶴川,1,139.481759,35.583077,1
2500126,玉川学園前,2,139.463388,35.563486,2
2500308,唐木田,1,139.411622,35.616672,1
2600102,代官山,2,139.703284,35.648193,2
2600103,中目黒,3,139.698621,35.643854,3
2600104,祐天寺,2,139.690758,35.637163,2
2600105,学芸大学,2,139.68522,35.628786,2
2600106,都立大学,2,139.676393,35.617835,2
2600107,自由が丘,4,139.668664,35.607224,4
2600108,田園調布,4,139.667356,35.596815,4
2600109,多摩川,3,139.668723,35.589591,5
2600202,不動前,2,139.71469,35.626526,2
2600203,武蔵小山,2,139.704524,35.620538,2
2600204,西小山,2,139.698694,35.615455,2
2600205,洗足,2,139.694367,35.61043,4
2600206,大岡山,4,139.685909,35.607456,4
2600207,奥沢,2,139.672355,35.603947,2
2600302,池尻大橋,2,139.684319,35.650603,2
2600303,三軒茶屋,3,139.670156,35.643716,3
2600304,駒沢大学,2,139.661702,35.633471,2
2600305,桜新町,2,139.644779,35.631666,2
2600306,用賀,2,139.633928,35.626436,2
2600307,二子玉川,2,139.626685,35.611788,2
2600323,つくし野,1,139.485139,35.527559,1
2600324,すずかけ台,2,139.481684,35.517094,2
2600325,南町田グランベリーパーク,1,139.470318,35.511502,1
2600402,下神明,2,139.726256,35.608704,2
2600403,戸越公園,2,139.718159,35.608856,2
2600404,中延,4,139.713131,35.6057395,6
2600405,荏原町,2,139.707571,35.60382,2
2600406,旗の台,4,139.702286,35.604923,4
2600407,北千束,2,139.693303,35.606311,2
2600409,緑が丘,2,139.679482,35.60638,2
2600411,九品仏,2,139.660992,35.60538,2
2600412,尾山台,2,139.653862,35.606971,2
2600413,等々力,2,139.647938,35.608369,2
2600414,上野毛,2,139.638917,35.611957,2
2600502,大崎広小路,2,139.722339,35.622244,2
2600503,戸越,2,139.716495,35.614633,6
2600503,戸越銀座,2,139.714862,35.615928,2
2600504,荏原中延,2,139.712196,35.610056,2
2600506,長原,2,139.697881,35.60219,2
2600507,洗足池,2,139.690896,35.599648,2
2600508,石川台,2,139.685063,35.596888,2
2600509,雪が谷大塚,2,139.681083,35.592038,2
2600510,御嶽山,2,139.682473,35.585236,2
2600511,久が原,2,139.685678,35.579499,2
2600512,千鳥町,2,139.69142,35.572983,2
2600513,池上,2,139.702822,35.572025,2
2600514,蓮沼,2,139.708544,35.564173,4
2600602,沼部,2,139.67326,35.582526,2
2600603,鵜の木,2,139.680554,35.575452,2
2600604,下丸子,2,139.685576,35.571397,2
2600605,武蔵新田,2,139.692506,35.567806,2
2600606,矢口渡,2,139.700389,35.562462,2
2600702,西太子堂,2,139.666382,35.644545,2
2600703,若林,2,139.659911,35.645933,2
2600704,松陰神社前,2,139.655211,35.643947,2
2600705,世田谷,2,139.650945,35.643564,4
2600706,上町,2,139.646276,35.643656,2
2600707,宮の坂,2,139.64494,35.647508,2
2600709,松原,2,139.642,35.660048,4
2700101,泉岳寺,3,139.74002,35.638692,3
2700103,北品川,2,139.739191,35.622458,2
2700104,新馬場,2,139.741366,35.61762,2
2700105,青物横丁,2,139.742958,35.609351,2
2700106,鮫洲,2,139.742227,35.604977,2
2700107,立会川,2,139.738886,35.598489,2
2700108,大森海岸,2,139.73544,35.587576,2
2700109,平和島,2,139.73491,35.57868,2
2700110,大森町,2,139.732027,35.572431,2
2700111,梅屋敷,2,139.728266,35.566873,2
2700112,京急蒲田,3,139.723681,35.560796,3
2700113,雑色,2,139.715005,35.549725,2
2700114,六郷土手,1,139.7076,35.540577,1
2700202,糀谷,2,139.72962,35.5545,2
2700203,大鳥居,2,139.739356,35.552531,2
2700204,穴守稲荷,2,139.746669,35.550326,2
2700205,天空橋,4,139.75423,35.548908,4
2700206,羽田空港第一・第二ターミナル,1,139.785962,35.549809,1
2700206,羽田空港第一ターミナル,2,139.784653,35.549163,2
2700206,羽田空港第二ターミナル,1,139.787979,35.550734,1
2700207,羽田空港第三ターミナル,4,139.768587,35.544422499999996,4
2800102,田原町,2,139.790897,35.709897,2
2800103,稲荷町,2,139.782593,35.711273,2
2800106,末広町,2,139.771713,35.702972,2
2800109,日本橋,6,139.77425100000002,35.681948,10
2800110,京橋,2,139.770126,35.676856,2
2800110,宝町,2,139.771767,35.675461,2
2800111,銀座,6,139.763965,35.671989,13
2800111,銀座一丁目,2,139.767045,35.67435,2
2800113,虎ノ門,2,139.749832,35.670236,4
2800113,虎ノ門ヒルズ,2,139.747778,35.667444,2
2800114,溜池山王,4,139.741419,35.673621,4
2800115,永田町,6,139.740258,35.678757,6
2800115,赤坂見附,4,139.737047,35.677021,4
2800116,青山一丁目,6,139.72409266666668,35.67281966666667,6
2800117,外苑前,2,139.717857,35.670527,2
2800118,表参道,6,139.712314,35.665247,6
2800202,新大塚,2,139.729971,35.72569,2
2800203,茗荷谷,2,139.737184,35.716989,2
2800204,後楽園,4,139.751864,35.707898,4
2800205,本郷三丁目,4,139.7600045,35.707066499999996,4
2800207,小川町,2,139.767551,35.695487,2
2800208,大手町,10,139.76455019999997,35.685847,10
2800211,霞ケ関,6,139.750899,35.673838,6
2800212,国会議事堂前,4,139.745219,35.67393,4
2800215,四谷三丁目,2,139.720103,35.687958,2
2800216,新宿御苑前,2,139.71069,35.688588,2
2800217,新宿三丁目,6,139.70533133333333,35.690772,6
2800219,西新宿,2,139.692778,35.694298,4
2800220,中野坂上,5,139.6825945,35.69750500000001,5
2800221,新中野,2,139.66903,35.697491,2
2800222,東高円寺,2,139.657822,35.697802,2
2800223,新高円寺,2,139.648068,35.697985,2
2800224,南阿佐ケ谷,2,139.63576,35.699624,2
2800226,中野新橋,2,139.673997,35.692123,2
2800227,中野富士見町,2,139.666933,35.690514,2
2800228,方南町,1,139.656498,35.683496,1
2800303,三ノ輪,2,139.791485,35.729623,3
2800304,入谷,2,139.783924,35.719862,2
2800308,小伝馬町,2,139.778433,35.690737,2
2800309,人形町,4,139.782285,35.686307,4
2800309,水天宮前,2,139.785377,35.682683,2
2800310,茅場町,4,139.780005,35.679752,4
2800312,築地,2,139.772603,35.668115,4
2800312,新富町,2,139.773711,35.670462,2
2800313,東銀座,4,139.767253,35.669464,4
2800317,神谷町,2,139.745069,35.662978,2
2800318,六本木,4,139.73150500000003,35.6633785,6
2800319,広尾,2,139.722202,35.652279,2
2800402,落合,2,139.687284,35.710976,6
2800404,早稲田,3,139.721319,35.705723,5
2800405,神楽坂,2,139.734546,35.70379,4
2800407,九段下,6,139.751948,35.695589,6
2800408,竹橋,2,139.756817,35.690662,2
2800412,門前仲町,4,139.796209,35.671851,4
2800413,木場,2,139.807042,35.669351,6
2800414,東陽町,2,139.817596,35.669629,2
2800415,南砂町,2,139.83065,35.668796,2
2800416,西葛西,2,139.859259,35.664631,2
2800417,葛西,1,139.872458,35.663554,3
2800501,北綾瀬,1,139.832035,35.777117,1
2800506,千駄木,2,139.763243,35.725549,2
2800507,根津,2,139.765655,35.7174,2
2800508,湯島,2,139.769916,35.708243,2
2800511,二重橋前,2,139.761948,35.681071,2
2800515,赤坂,2,139.738348,35.67323,6
2800516,乃木坂,2,139.726215,35.666572,2
2800604,平和台,4,139.653762,35.757863,4
2800605,氷川台,4,139.665567,35.74955,4
2800607,千川,4,139.689271,35.738229,4
2800608,要町,4,139.698715,35.73323,4
2800610,東池袋,2,139.719546,35.725732,4
2800610,東池袋四丁目,2,139.720012,35.72528,2
2800611,護国寺,2,139.72754,35.719044,2
2800612,江戸川橋,2,139.733538,35.709495,2
2800615,麹町,2,139.737613,35.684006,2
2800617,桜田門,2,139.75149,35.677405,2
2800621,月島,4,139.784233,35.664871,4
2800622,豊洲,3,139.795812,35.65435,4
2800623,辰巳,2,139.81052,35.645576,2
2800805,半蔵門,2,139.74163,35.685703,2
2800807,神保町,6,139.75777733333334,35.695808,6
2800811,清澄白河,4,139.798851,35.682105,4
2800814,住吉,4,139.815681,35.689073,4
2800901,赤羽岩淵,1,139.722103,35.783417,1
2800902,志茂,2,139.732599,35.777948,2
2800903,王子神谷,2,139.735933,35.765172,2
2800905,西ケ原,2,139.742322,35.746008,2
2800907,本駒込,2,139.753828,35.724155,2
2800908,東大前,2,139.758025,35.717633,4
2800915,六本木一丁目,2,139.739,35.665595,2
2800916,麻布十番,4,139.7365835,35.6555925,4
2800917,白金高輪,4,139.734104,35.642903,4
2800918,白金台,4,139.726133,35.637917,4
2801010,雑司が谷,2,139.714795,35.720233,2
2801010,鬼子母神前,2,139.714916,35.720403,2
2801011,西早稲田,2,139.709101,35.708242,2
2801012,東新宿,4,139.707571,35.698417500000005,4
2801014,北参道,2,139.705453,35.678459,2
9930101,都庁前,3,139.69257,35.690551,3
9930102,新宿西口,2,139.699155,35.693315,2
9930104,若松河田,2,139.718184,35.699218,2
9930105,牛込柳町,2,139.725027,35.699518,2
9930106,牛込神楽坂,2,139.735802,35.700851,2
9930108,春日,4,139.75325,35.709598,6
9930111,新御徒町,4,139.781958,35.707045,4
9930112,蔵前,4,139.790931,35.703236,4
9930114,森下,4,139.797042,35.68796,4
9930118,勝どき,2,139.776442,35.658507,2
9930119,築地市場,2,139.766915,35.664895,2
9930120,汐留,4,139.7603135,35.663287,4
9930121,大門,4,139.75466,35.656785,4
9930122,赤羽橋,2,139.743642,35.655007,2
9930126,国立競技場,2,139.714932,35.679831,2
9930129,西新宿五丁目,2,139.684304,35.689798,2
9930133,落合南長崎,2,139.683303,35.723608,2
9930134,新江古田,2,139.670653,35.732538,2
9930137,練馬春日町,2,139.640236,35.751452,2
9930138,光が丘,1,139.628603,35.758526,1
9930201,西馬込,1,139.705942,35.586859,1
9930202,馬込,2,139.711772,35.596435,2
9930206,高輪台,2,139.730305,35.631679,2
9930208,三田,4,139.748775,35.64818,4
9930219,本所吾妻橋,2,139.804624,35.70858,2
9930305,芝公園,2,139.749824,35.654074,2
9930306,御成門,2,139.751535,35.661215,2
9930307,内幸町,2,139.75561,35.66975,2
9930313,白山,2,139.752136,35.721408,2
9930314,千石,2,139.744792,35.727957,2
9930316,西巣鴨,2,139.728712,35.743508,2
9930317,新板橋,2,139.720101,35.748785,2
9930318,板橋区役所前,2,139.710102,35.751284,2
9930319,板橋本町,2,139.705535,35.761339,2
9930320,本蓮沼,2,139.702324,35.768782,2
9930321,志村坂上,2,139.69538,35.775725,2
9930322,志村三丁目,2,139.685937,35.777391,2
9930323,蓮根,2,139.678993,35.784335,2
9930324,西台,2,139.673971,35.78699,2
9930325,高島平,2,139.661216,35.789056,3
9930326,新高島平,2,139.654275,35.790189,2
9930327,西高島平,1,139.64594,35.791833,1
9930403,曙橋,2,139.722881,35.692402,2
9930408,岩本町,2,139.775866,35.695534,2
9930410,浜町,2,139.788154,35.688516,2
9930412,菊川,2,139.806016,35.688379,2
9930414,西大島,2,139.826206,35.689349,2
9930415,大島,2,139.83565,35.689905,4
9930416,東大島,2,139.845963,35.690355,2
9930417,船堀,2,139.864258,35.683795,2
9930418,一之江,2,139.882934,35.686055,2
9930419,瑞江,2,139.89761,35.693318,2
9930420,篠崎,1,139.903698,35.706017,1
9930501,三ノ輪橋,1,139.791412,35.732248,1
9930502,荒川一中前,2,139.788988,35.733659,2
9930503,荒川区役所前,2,139.786456,35.73493,2
9930504,荒川二丁目,2,139.784696,35.738623,2
9930505,荒川七丁目,2,139.78417,35.741975,2
9930507,町屋二丁目,2,139.776625,35.743837,2
9930508,東尾久三丁目,2,139.774386,35.745398,2
9930509,熊野前,4,139.7694495,35.749092000000005,4
9930510,宮ノ前,2,139.764955,35.750135,2
9930511,小台,2,139.761779,35.750579,4
