fromID,fromGroupID,fromName,toID,toGroupID,toName,time,routeID,routeName
9930129,9930129,西新宿五丁目,9930130,2800220,中野坂上,2,99301,都営大江戸線
9930130,2800220,中野坂上,9930131,1131308,東中野,1,99301,都営大江戸線
9930131,1131308,東中野,9930132,2200704,中井,1,99301,都営大江戸線
9930132,2200704,中井,9930133,9930133,落合南長崎,2,99301,都営大江戸線
9930133,9930133,落合南長崎,9930134,9930134,新江古田,2,99301,都営大江戸線
9930134,9930134,新江古田,9930135,2200106,練馬,2,99301,都営大江戸線
9930135,2200106,練馬,9930136,2200402,豊島園,3,99301,都営大江戸線
9930136,2200402,豊島園,9930137,9930137,練馬春日町,19,99301,都営大江戸線
9930137,9930137,練馬春日町,9930138,9930138,光が丘,2,99301,都営大江戸線
9930201,9930201,西馬込,9930202,9930202,馬込,2,99302,都営浅草線
9930202,9930202,馬込,9930203,2600404,中延,2,99302,都営浅草線
9930203,2600404,中延,9930204,2600503,戸越,1,99302,都営浅草線
9930204,2600503,戸越,9930205,1130202,五反田,2,99302,都営浅草線
9930205,1130202,五反田,9930206,9930206,高輪台,1,99302,都営浅草線
9930206,9930206,高輪台,9930207,2700101,泉岳寺,2,99302,都営浅草線
9930207,2700101,泉岳寺,9930208,9930208,三田,2,99302,都営浅草線
9930208,9930208,三田,9930209,9930121,大門,2,99302,都営浅草線
9930209,9930121,大門,9930210,1130102,新橋,1,99302,都営浅草線
9930210,1130102,新橋,9930211,2800313,東銀座,1,99302,都営浅草線
9930211,2800313,東銀座,9930212,2800110,宝町,1,99302,都営浅草線
9930212,2800110,宝町,9930213,2800109,日本橋,1,99302,都営浅草線
9930213,2800109,日本橋,9930214,2800309,人形町,2,99302,都営浅草線
9930214,2800309,人形町,9930215,1131403,東日本橋,1,99302,都営浅草線
9930215,1131403,東日本橋,9930216,1131320,浅草橋,1,99302,都営浅草線
9930216,1131320,浅草橋,9930217,9930112,蔵前,1,99302,都営浅草線
9930217,9930112,蔵前,9930218,2100201,浅草,1,99302,都営浅草線
9930218,2100201,浅草,9930219,9930219,本所吾妻橋,1,99302,都営浅草線
9930219,9930219,本所吾妻橋,9930220,2100203,押上（スカイツリー前）,9,99302,都営浅草線
9930301,1130203,目黒,9930302,2800918,白金台,2,99303,都営三田線
9930302,2800918,白金台,9930303,2800917,白金高輪,2,99303,都営三田線
9930303,2800917,白金高輪,9930304,9930208,三田,3,99303,都営三田線
9930304,9930208,三田,9930305,9930305,芝公園,1,99303,都営三田線
9930305,9930305,芝公園,9930306,9930306,御成門,1,99303,都営三田線
9930306,9930306,御成門,9930307,9930307,内幸町,1,99303,都営三田線
9930307,9930307,内幸町,9930308,1130225,日比谷,1,99303,都営三田線
9930308,1130225,日比谷,9930309,2800208,大手町,3,99303,都営三田線
9930309,2800208,大手町,9930310,2800807,神保町,2,99303,都営三田線
9930310,2800807,神保町,9930311,1131317,水道橋,1,99303,都営三田線
9930311,1131317,水道橋,9930312,9930108,春日,1,99303,都営三田線
9930312,9930108,春日,9930313,9930313,白山,2,99303,都営三田線
9930313,9930313,白山,9930314,9930314,千石,2,99303,都営三田線
9930314,9930314,千石,9930315,1130214,巣鴨,2,99303,都営三田線
9930315,1130214,巣鴨,9930316,9930316,西巣鴨,2,99303,都営三田線
9930316,9930316,西巣鴨,9930317,9930317,新板橋,2,99303,都営三田線
9930317,9930317,新板橋,9930318,9930318,板橋区役所前,2,99303,都営三田線
9930318,9930318,板橋区役所前,9930319,9930319,板橋本町,2,99303,都営三田線
9930319,9930319,板橋本町,9930320,9930320,本蓮沼,1,99303,都営三田線
9930320,9930320,本蓮沼,9930321,9930321,志村坂上,1,99303,都営三田線
9930321,9930321,志村坂上,9930322,9930322,志村三丁目,1,99303,都営三田線
9930322,9930322,志村三丁目,9930323,9930323,蓮根,1,99303,都営三田線
9930323,9930323,蓮根,9930324,9930324,西台,1,99303,都営三田線
9930324,9930324,西台,9930325,9930325,高島平,1,99303,都営三田線
9930325,9930325,高島平,9930326,9930326,新高島平,1,99303,都営三田線
9930326,9930326,新高島平,9930327,9930327,西高島平,2,99303,都営三田線
9930401,1130208,新宿,9930402,2800217,新宿三丁目,1,99304,都営新宿線
9930402,2800217,新宿三丁目,9930403,9930403,曙橋,2,99304,都営新宿線
9930403,9930403,曙橋,9930404,1131315,市ヶ谷,2,99304,都営新宿線
9930404,1131315,市ヶ谷,9930405,2800407,九段下,2,99304,都営新宿線
9930405,2800407,九段下,9930406,2800807,神保町,1,99304,都営新宿線
9930406,2800807,神保町,9930407,2800207,小川町,2,99304,都営新宿線
9930407,2800207,小川町,9930408,9930408,岩本町,2,99304,都営新宿線
9930408,9930408,岩本町,9930409,1131403,馬喰横山,1,99304,都営新宿線
9930409,1131403,馬喰横山,9930410,9930410,浜町,1,99304,都営新宿線
9930410,9930410,浜町,9930411,9930114,森下,1,99304,都営新宿線
9930411,9930114,森下,9930412,9930412,菊川,1,99304,都営新宿線
9930412,9930412,菊川,9930413,2800814,住吉,2,99304,都営新宿線
9930413,2800814,住吉,9930414,9930414,西大島,1,99304,都営新宿線
9930414,9930414,西大島,9930415,9930415,大島,1,99304,都営新宿線
9930415,9930415,大島,9930416,9930416,東大島,2,99304,都営新宿線
9930416,9930416,東大島,9930417,9930417,船堀,2,99304,都営新宿線
9930417,9930417,船堀,9930418,9930418,一之江,2,99304,都営新宿線
9930418,9930418,一之江,9930419,9930419,瑞江,2,99304,都営新宿線
9930419,9930419,瑞江,9930420,9930420,篠崎,2,99304,都営新宿線
9930501,9930501,三ノ輪橋,9930502,9930502,荒川一中前,0,99305,都営都電荒川線
9930502,9930502,荒川一中前,9930503,9930503,荒川区役所前,0,99305,都営都電荒川線
9930503,9930503,荒川区役所前,9930504,9930504,荒川二丁目,0,99305,都営都電荒川線
9930504,9930504,荒川二丁目,9930505,9930505,荒川七丁目,0,99305,都営都電荒川線
9930505,9930505,荒川七丁目,9930506,2300104,町屋駅前,3,99305,都営都電荒川線
9930506,2300104,町屋駅前,9930507,9930507,町屋二丁目,1,99305,都営都電荒川線
9930507,9930507,町屋二丁目,9930508,9930508,東尾久三丁目,1,99305,都営都電荒川線
9930508,9930508,東尾久三丁目,9930509,9930509,熊野前,3,99305,都営都電荒川線
9930509,9930509,熊野前,9930510,9930510,宮ノ前,0,99305,都営都電荒川線
9930510,9930510,宮ノ前,9930511,9930511,小台,1,99305,都営都電荒川線
9930511,9930511,小台,9930512,9930512,荒川遊園地前,0,99305,都営都電荒川線
9930512,9930512,荒川遊園地前,9930513,9930513,荒川車庫前,5,99305,都営都電荒川線
9930513,9930513,荒川車庫前,9930514,9930514,梶原,1,99305,都営都電荒川線
9930514,9930514,梶原,9930515,9930515,栄町,0,99305,都営都電荒川線
9930515,9930515,栄町,9930516,1133212,王子駅前,3,99305,都営都電荒川線
9930516,1133212,王子駅前,9930517,9930517,飛鳥山,1,99305,都営都電荒川線
9930517,9930517,飛鳥山,9930518,9930518,滝野川一丁目,0,99305,都営都電荒川線
9930518,9930518,滝野川一丁目,9930519,9930519,西ヶ原四丁目,2,99305,都営都電荒川線
9930519,9930519,西ヶ原四丁目,9930520,9930520,新庚申塚,1,99305,都営都電荒川線
9930520,9930520,新庚申塚,9930521,9930521,庚申塚,1,99305,都営都電荒川線
9930521,9930521,庚申塚,9930522,9930522,巣鴨新田,1,99305,都営都電荒川線
9930522,9930522,巣鴨新田,9930523,1130213,大塚駅前,4,99305,都営都電荒川線
9930523,1130213,大塚駅前,9930524,9930524,向原,0,99305,都営都電荒川線
9930524,9930524,向原,9930525,2800610,東池袋四丁目,2,99305,都営都電荒川線
9930525,2800610,東池袋四丁目,9930526,9930526,都電雑司ヶ谷,1,99305,都営都電荒川線
9930526,9930526,都電雑司ヶ谷,9930527,2801010,鬼子母神前,1,99305,都営都電荒川線
9930527,2801010,鬼子母神前,9930528,9930528,学習院下,1,99305,都営都電荒川線
9930528,9930528,学習院下,9930529,9930529,面影橋,1,99305,都営都電荒川線
9930529,9930529,面影橋,9930530,9930530,早稲田,1,99305,都営都電荒川線
9930901,1130222,秋葉原,9930902,9930111,新御徒町,2,99309,首都圏新都市鉄道つくばエクスプレス
9930902,9930111,新御徒町,9930903,9930903,浅草,2,99309,首都圏新都市鉄道つくばエクスプレス
9930903,9930903,浅草,9930904,1132004,南千住,2,99309,首都圏新都市鉄道つくばエクスプレス
9930904,1132004,南千住,9930905,1132005,北千住,2,99309,首都圏新都市鉄道つくばエクスプレス
9930905,1132005,北千住,9930906,9930906,青井,2,99309,首都圏新都市鉄道つくばエクスプレス
9930906,9930906,青井,9930907,9930907,六町,2,99309,首都圏新都市鉄道つくばエクスプレス
9931101,1130102,新橋,9931102,9930120,汐留,1,99311,ゆりかもめ東京臨海新交通臨海線
9931102,9930120,汐留,9931103,9931103,竹芝,3,99311,ゆりかもめ東京臨海新交通臨海線
9931103,9931103,竹芝,9931104,9931104,日の出,1,99311,ゆりかもめ東京臨海新交通臨海線
9931104,9931104,日の出,9931105,9931105,芝浦ふ頭,2,99311,ゆりかもめ東京臨海新交通臨海線
9931105,9931105,芝浦ふ頭,9931106,9931106,お台場海浜公園,6,99311,ゆりかもめ東京臨海新交通臨海線
9931106,9931106,お台場海浜公園,9931107,9931107,台場,1,99311,ゆりかもめ東京臨海新交通臨海線
9931107,9931107,台場,9931108,9931108,東京国際クルーズターミナル,2,99311,ゆりかもめ東京臨海新交通臨海線
9931108,9931108,東京国際クルーズターミナル,9931109,9931109,テレコムセンター,2,99311,ゆりかもめ東京臨海新交通臨海線
9931109,9931109,テレコムセンター,9931110,9931110,青海,2,99311,ゆりかもめ東京臨海新交通臨海線
9931110,9931110,青海,9931111,9931111,東京ビッグサイト,2,99311,ゆりかもめ東京臨海新交通臨海線
9931111,9931111,東京ビッグサイト,9931112,9931112,有明,2,99311,ゆりかもめ東京臨海新交通臨海線
9931112,9931112,有明,9931113,9931113,有明テニスの森,1,99311,ゆりかもめ東京臨海新交通臨海線
9931113,9931113,有明テニスの森,9931114,9931114,市場前,2,99311,ゆりかもめ東京臨海新交通臨海線
9931114,9931114,市場前,9931115,9931115,新豊洲,2,99311,ゆりかもめ東京臨海新交通臨海線
9931115,9931115,新豊洲,9931116,2800622,豊洲,2,99311,ゆりかもめ東京臨海新交通臨海線
9933401,2400208,多摩センター,9933402,9933402,松が谷,3,99334,多摩都市モノレール線
9933402,9933402,松が谷,9933403,9933403,大塚・帝京大学,1,99334,多摩都市モノレール線
9933403,9933403,大塚・帝京大学,9933404,9933404,中央大学・明星大学,2,99334,多摩都市モノレール線
9933404,9933404,中央大学・明星大学,9933405,2400502,多摩動物公園,3,99334,多摩都市モノレール線
9933405,2400502,多摩動物公園,9933406,9933406,程久保,2,99334,多摩都市モノレール線
9933406,9933406,程久保,9933407,2400129,高幡不動,2,99334,多摩都市モノレール線
9933407,2400129,高幡不動,9933408,9933408,万願寺,3,99334,多摩都市モノレール線
9933408,9933408,万願寺,9933409,9933409,甲州街道,2,99334,多摩都市モノレール線
9933409,9933409,甲州街道,9933410,9933410,柴崎体育館,3,99334,多摩都市モノレール線
9933410,9933410,柴崎体育館,9933411,9933411,立川南,2,99334,多摩都市モノレール線
9933411,9933411,立川南,9933412,9933412,立川北,2,99334,多摩都市モノレール線
9933412,9933412,立川北,9933413,9933413,高松,3,99334,多摩都市モノレール線
9933413,9933413,高松,9933414,9933414,立飛,1,99334,多摩都市モノレール線
9933414,9933414,立飛,9933415,9933415,泉体育館,1,99334,多摩都市モノレール線
9933415,9933415,泉体育館,9933416,9933416,砂川七番,2,99334,多摩都市モノレール線
9933416,9933416,砂川七番,9933417,2200805,玉川上水,2,99334,多摩都市モノレール線
9933417,2200805,玉川上水,9933418,9933418,桜街道,1,99334,多摩都市モノレール線
9933418,9933418,桜街道,9933419,9933419,上北台,2,99334,多摩都市モノレール線
9933601,1130227,浜松町,9933602,9933602,天王洲アイル,4,99336,東京モノレール羽田空港線
9933602,9933602,天王洲アイル,9933603,9933603,大井競馬場前,3,99336,東京モノレール羽田空港線
9933603,9933603,大井競馬場前,9933604,9933604,流通センター,2,99336,東京モノレール羽田空港線
9933604,9933604,流通センター,9933605,9933605,昭和島,2,99336,東京モノレール羽田空港線
9933605,9933605,昭和島,9933606,9933606,整備場,2,99336,東京モノレール羽田空港線
9933606,9933606,整備場,9933607,2700205,天空橋,1,99336,東京モノレール羽田空港線
9933607,2700205,天空橋,9933611,2700207,羽田空港第三ターミナル,2,99336,東京モノレール羽田空港線
9933608,9933608,新整備場,9933609,2700206,羽田空港第一ターミナル,1,99336,東京モノレール羽田空港線
9933609,2700206,羽田空港第一ターミナル,9933610,2700206,羽田空港第三ターミナル,1,99336,東京モノレール羽田空港線
9933611,2700207,羽田空港第三ターミナル,9933608,9933608,新整備場,3,99336,東京モノレール羽田空港線
9933701,1132605,新木場,9933702,9933702,東雲,2,99337,東京臨海高速鉄道りんかい線
9933702,9933702,東雲,9933703,9933703,国際展示場,2,99337,東京臨海高速鉄道りんかい線
9933703,9933703,国際展示場,9933704,9933704,東京テレポート,1,99337,東京臨海高速鉄道りんかい線
9933704,9933704,東京テレポート,9933705,9933602,天王洲アイル,3,99337,東京臨海高速鉄道りんかい線
9933705,9933602,天王洲アイル,9933706,9933706,品川シーサイド,2,99337,東京臨海高速鉄道りんかい線
9933706,9933706,品川シーサイド,9933707,1133228,大井町,2,99337,東京臨海高速鉄道りんかい線
9933707,1133228,大井町,9933708,1130201,大崎,3,99337,東京臨海高速鉄道りんかい線
9934001,2300110,京成高砂,9934002,9934002,新柴又,2,99340,北総鉄道北総線
9934201,1130218,日暮里,9934202,1130217,西日暮里,1,99342,日暮里・舎人ライナー
9934202,1130217,西日暮里,9934203,9934203,赤土小学校前,1,99342,日暮里・舎人ライナー
9934203,9934203,赤土小学校前,9934204,9930509,熊野前,1,99342,日暮里・舎人ライナー
9934204,9930509,熊野前,9934205,9934205,足立小台,1,99342,日暮里・舎人ライナー
9934205,9934205,足立小台,9934206,9934206,扇大橋,1,99342,日暮里・舎人ライナー
9934206,9934206,扇大橋,9934207,9934207,高野,1,99342,日暮里・舎人ライナー
9934207,9934207,高野,9934208,9934208,江北,1,99342,日暮里・舎人ライナー
9934208,9934208,江北,9934209,9934209,西新井大師西,2,99342,日暮里・舎人ライナー
9934209,9934209,西新井大師西,9934210,9934210,谷在家,1,99342,日暮里・舎人ライナー
9934210,9934210,谷在家,9934211,9934211,舎人公園,1,99342,日暮里・舎人ライナー
9934211,9934211,舎人公園,9934212,9934212,舎人,2,99342,日暮里・舎人ライナー
9934212,9934212,舎人,9934213,9934213,見沼代親水公園,2,99342,日暮里・舎人ライナー
