fromID,fromGroupID,fromName,toID,toGroupID,toName,time,routeID,routeName
2400201,2400118,調布,2400202,2400202,京王多摩川,2,24002,京王相模原線
2400204,2400204,京王よみうりランド,2400205,2400205,稲城,2,24002,京王相模原線
2400207,2400207,京王永山,2400208,2400208,京王多摩センター,2,24002,京王相模原線
2400208,2400208,京王多摩センター,2400209,2400209,京王堀之内,2,24002,京王相模原線
2400209,2400209,京王堀之内,2400210,2400210,南大沢,2,24002,京王相模原線
2400210,2400210,南大沢,2400211,2400211,多摩境,2,24002,京王相模原線
2400301,2400133,北野,2400302,2400302,京王片倉,2,24003,京王高尾線
2400302,2400302,京王片倉,2400303,2400303,山田,4,24003,京王高尾線
2400303,2400303,山田,2400304,2400304,めじろ台,16,24003,京王高尾線
2400304,2400304,めじろ台,2400305,2400305,狭間,2,24003,京王高尾線
2400305,2400305,狭間,2400306,1131112,高尾,2,24003,京王高尾線
2400306,1131112,高尾,2400307,2400307,高尾山口,2,24003,京王高尾線
2400401,2400123,東府中,2400402,2400402,府中競馬正門前,2,24004,京王競馬場線
2400501,2400129,高幡不動,2400502,2400502,多摩動物公園,4,24005,京王動物園線
2400601,1130205,渋谷,2400602,2400602,神泉,1,24006,京王井の頭線
2400602,2400602,神泉,2400603,2400603,駒場東大前,1,24006,京王井の頭線
2400603,2400603,駒場東大前,2400604,2400604,池ノ上,1,24006,京王井の頭線
2400604,2400604,池ノ上,2400605,2400605,下北沢,2,24006,京王井の頭線
2400605,2400605,下北沢,2400606,2400606,新代田,1,24006,京王井の頭線
2400606,2400606,新代田,2400607,2400607,東松原,1,24006,京王井の頭線
2400607,2400607,東松原,2400608,2400106,明大前,1,24006,京王井の頭線
2400608,2400106,明大前,2400609,2400609,永福町,2,24006,京王井の頭線
2400609,2400609,永福町,2400610,2400610,西永福,1,24006,京王井の頭線
2400610,2400610,西永福,2400611,2400611,浜田山,1,24006,京王井の頭線
2400611,2400611,浜田山,2400612,2400612,高井戸,1,24006,京王井の頭線
2400612,2400612,高井戸,2400613,2400613,富士見ヶ丘,2,24006,京王井の頭線
2400613,2400613,富士見ヶ丘,2400614,2400614,久我山,1,24006,京王井の頭線
2400614,2400614,久我山,2400615,2400615,三鷹台,1,24006,京王井の頭線
2400615,2400615,三鷹台,2400616,2400616,井の頭公園,2,24006,京王井の頭線
2400616,2400616,井の頭公園,2400617,1131104,吉祥寺,3,24006,京王井の頭線
2400701,1130208,新線新宿,2400702,2400102,初台,9,24007,京王新線
2400702,2400102,初台,2400703,2400103,幡ヶ谷,1,24007,京王新線
2400703,2400103,幡ヶ谷,2400704,2400104,笹塚,2,24007,京王新線
2500101,1130208,新宿,2500102,2500102,南新宿,1,25001,小田急小田原線
2500102,2500102,南新宿,2500103,2500103,参宮橋,1,25001,小田急小田原線
2500103,2500103,参宮橋,2500104,2500104,代々木八幡,2,25001,小田急小田原線
2500104,2500104,代々木八幡,2500105,2500105,代々木上原,2,25001,小田急小田原線
2500105,2500105,代々木上原,2500106,2500106,東北沢,1,25001,小田急小田原線
2500106,2500106,東北沢,2500107,2400605,下北沢,1,25001,小田急小田原線
2500107,2400605,下北沢,2500108,2500108,世田谷代田,1,25001,小田急小田原線
2500108,2500108,世田谷代田,2500109,2500109,梅ヶ丘,1,25001,小田急小田原線
2500109,2500109,梅ヶ丘,2500110,2500110,豪徳寺,1,25001,小田急小田原線
2500110,2500110,豪徳寺,2500111,2500111,経堂,2,25001,小田急小田原線
2500111,2500111,経堂,2500112,2500112,千歳船橋,2,25001,小田急小田原線
2500112,2500112,千歳船橋,2500113,2500113,祖師ヶ谷大蔵,1,25001,小田急小田原線
2500113,2500113,祖師ヶ谷大蔵,2500114,2500114,成城学園前,1,25001,小田急小田原線
2500114,2500114,成城学園前,2500115,2500115,喜多見,1,25001,小田急小田原線
2500115,2500115,喜多見,2500116,2500116,狛江,1,25001,小田急小田原線
2500116,2500116,狛江,2500117,2500117,和泉多摩川,1,25001,小田急小田原線
2500125,2500125,鶴川,2500126,2500126,玉川学園前,3,25001,小田急小田原線
2500126,2500126,玉川学園前,2500127,1130611,町田,3,25001,小田急小田原線
2500306,2400207,小田急永山,2500307,2400208,小田急多摩センター,2,25003,小田急多摩線
2500307,2400208,小田急多摩センター,2500308,2500308,唐木田,2,25003,小田急多摩線
2600101,1130205,渋谷,2600102,2600102,代官山,3,26001,東急東横線
2600102,2600102,代官山,2600103,2600103,中目黒,1,26001,東急東横線
2600103,2600103,中目黒,2600104,2600104,祐天寺,1,26001,東急東横線
2600104,2600104,祐天寺,2600105,2600105,学芸大学,1,26001,東急東横線
2600105,2600105,学芸大学,2600106,2600106,都立大学,2,26001,東急東横線
2600106,2600106,都立大学,2600107,2600107,自由が丘,2,26001,東急東横線
2600107,2600107,自由が丘,2600108,2600108,田園調布,2,26001,東急東横線
2600108,2600108,田園調布,2600109,2600109,多摩川,2,26001,東急東横線
2600201,1130203,目黒,2600202,2600202,不動前,2,26002,東急目黒線
2600202,2600202,不動前,2600203,2600203,武蔵小山,2,26002,東急目黒線
2600203,2600203,武蔵小山,2600204,2600204,西小山,1,26002,東急目黒線
2600204,2600204,西小山,2600205,2600205,洗足,1,26002,東急目黒線
2600205,2600205,洗足,2600206,2600206,大岡山,2,26002,東急目黒線
2600206,2600206,大岡山,2600207,2600207,奥沢,2,26002,東急目黒線
2600207,2600207,奥沢,2600208,2600108,田園調布,2,26002,東急目黒線
2600208,2600108,田園調布,2600209,2600109,多摩川,2,26002,東急目黒線
2600301,1130205,渋谷,2600302,2600302,池尻大橋,3,26003,東急田園都市線
2600302,2600302,池尻大橋,2600303,2600303,三軒茶屋,2,26003,東急田園都市線
2600303,2600303,三軒茶屋,2600304,2600304,駒沢大学,2,26003,東急田園都市線
2600304,2600304,駒沢大学,2600305,2600305,桜新町,3,26003,東急田園都市線
2600305,2600305,桜新町,2600306,2600306,用賀,2,26003,東急田園都市線
2600306,2600306,用賀,2600307,2600307,二子玉川,3,26003,東急田園都市線
2600323,2600323,つくし野,2600324,2600324,すずかけ台,2,26003,東急田園都市線
2600324,2600324,すずかけ台,2600325,2600325,南町田グランベリーパーク,1,26003,東急田園都市線
2600401,1133228,大井町,2600402,2600402,下神明,1,26004,東急大井町線
2600402,2600402,下神明,2600403,2600403,戸越公園,1,26004,東急大井町線
2600403,2600403,戸越公園,2600404,2600404,中延,1,26004,東急大井町線
2600404,2600404,中延,2600405,2600405,荏原町,1,26004,東急大井町線
2600405,2600405,荏原町,2600406,2600406,旗の台,1,26004,東急大井町線
2600406,2600406,旗の台,2600407,2600407,北千束,2,26004,東急大井町線
2600407,2600407,北千束,2600408,2600206,大岡山,1,26004,東急大井町線
2600408,2600206,大岡山,2600409,2600409,緑が丘,1,26004,東急大井町線
2600409,2600409,緑が丘,2600410,2600107,自由が丘,2,26004,東急大井町線
2600410,2600107,自由が丘,2600411,2600411,九品仏,1,26004,東急大井町線
2600411,2600411,九品仏,2600412,2600412,尾山台,2,26004,東急大井町線
2600412,2600412,尾山台,2600413,2600413,等々力,1,26004,東急大井町線
2600413,2600413,等々力,2600414,2600414,上野毛,2,26004,東急大井町線
2600414,2600414,上野毛,2600415,2600307,二子玉川,2,26004,東急大井町線
2600501,1130202,五反田,2600502,2600502,大崎広小路,1,26005,東急池上線
2600502,2600502,大崎広小路,2600503,2600503,戸越銀座,2,26005,東急池上線
2600503,2600503,戸越銀座,2600504,2600504,荏原中延,2,26005,東急池上線
2600504,2600504,荏原中延,2600505,2600406,旗の台,1,26005,東急池上線
2600505,2600406,旗の台,2600506,2600506,長原,2,26005,東急池上線
2600506,2600506,長原,2600507,2600507,洗足池,1,26005,東急池上線
2600507,2600507,洗足池,2600508,2600508,石川台,1,26005,東急池上線
2600508,2600508,石川台,2600509,2600509,雪が谷大塚,2,26005,東急池上線
2600509,2600509,雪が谷大塚,2600510,2600510,御嶽山,1,26005,東急池上線
2600510,2600510,御嶽山,2600511,2600511,久が原,2,26005,東急池上線
2600511,2600511,久が原,2600512,2600512,千鳥町,1,26005,東急池上線
2600512,2600512,千鳥町,2600513,2600513,池上,2,26005,東急池上線
2600513,2600513,池上,2600514,2600514,蓮沼,2,26005,東急池上線
2600514,2600514,蓮沼,2600515,1133230,蒲田,2,26005,東急池上線
2600601,2600109,多摩川,2600602,2600602,沼部,2,26006,東急多摩川線
2600602,2600602,沼部,2600603,2600603,鵜の木,1,26006,東急多摩川線
2600603,2600603,鵜の木,2600604,2600604,下丸子,2,26006,東急多摩川線
2600604,2600604,下丸子,2600605,2600605,武蔵新田,1,26006,東急多摩川線
2600605,2600605,武蔵新田,2600606,2600606,矢口渡,2,26006,東急多摩川線
2600606,2600606,矢口渡,2600607,1133230,蒲田,3,26006,東急多摩川線
2600701,2600303,三軒茶屋,2600702,2600702,西太子堂,1,26007,東急世田谷線
2600702,2600702,西太子堂,2600703,2600703,若林,2,26007,東急世田谷線
2600703,2600703,若林,2600704,2600704,松陰神社前,2,26007,東急世田谷線
2600704,2600704,松陰神社前,2600705,2600705,世田谷,1,26007,東急世田谷線
2600705,2600705,世田谷,2600706,2600706,上町,1,26007,東急世田谷線
2600706,2600706,上町,2600707,2600707,宮の坂,2,26007,東急世田谷線
2600707,2600707,宮の坂,2600708,2500110,山下,4,26007,東急世田谷線
2600708,2500110,山下,2600709,2600709,松原,10,26007,東急世田谷線
2600709,2600709,松原,2600710,2400107,下高井戸,3,26007,東急世田谷線
2700101,2700101,泉岳寺,2700102,1130103,品川,2,27001,京急本線
2700102,1130103,品川,2700103,2700103,北品川,2,27001,京急本線
2700103,2700103,北品川,2700104,2700104,新馬場,1,27001,京急本線
2700104,2700104,新馬場,2700105,2700105,青物横丁,1,27001,京急本線
2700105,2700105,青物横丁,2700106,2700106,鮫洲,1,27001,京急本線
2700106,2700106,鮫洲,2700107,2700107,立会川,2,27001,京急本線
2700107,2700107,立会川,2700108,2700108,大森海岸,1,27001,京急本線
2700108,2700108,大森海岸,2700109,2700109,平和島,1,27001,京急本線
2700109,2700109,平和島,2700110,2700110,大森町,1,27001,京急本線
2700110,2700110,大森町,2700111,2700111,梅屋敷,1,27001,京急本線
2700111,2700111,梅屋敷,2700112,2700112,京急蒲田,1,27001,京急本線
2700112,2700112,京急蒲田,2700113,2700113,雑色,1,27001,京急本線
2700113,2700113,雑色,2700114,2700114,六郷土手,2,27001,京急本線
2700201,2700112,京急蒲田,2700202,2700202,糀谷,1,27002,京急空港線
2700202,2700202,糀谷,2700203,2700203,大鳥居,1,27002,京急空港線
2700203,2700203,大鳥居,2700204,2700204,穴守稲荷,0,27002,京急空港線
2700204,2700204,穴守稲荷,2700205,2700205,天空橋,1,27002,京急空港線
2700205,2700205,天空橋,2700207,2700207,羽田空港第三ターミナル,2,27002,京急空港線
2700207,2700207,羽田空港第三ターミナル,2700206,2700206,羽田空港第一・第二ターミナル,14,27002,京急空港線
2800101,2100201,浅草,2800102,2800102,田原町,1,28001,東京メトロ銀座線
2800102,2800102,田原町,2800103,2800103,稲荷町,1,28001,東京メトロ銀座線
2800103,2800103,稲荷町,2800104,1130220,上野,2,28001,東京メトロ銀座線
2800104,1130220,上野,2800105,1130221,上野広小路,2,28001,東京メトロ銀座線
2800105,1130221,上野広小路,2800106,2800106,末広町,1,28001,東京メトロ銀座線
2800106,2800106,末広町,2800107,1130223,神田,1,28001,東京メトロ銀座線
2800107,1130223,神田,2800108,1131402,三越前,1,28001,東京メトロ銀座線
2800108,1131402,三越前,2800109,2800109,日本橋,2,28001,東京メトロ銀座線
2800109,2800109,日本橋,2800110,2800110,京橋,27,28001,東京メトロ銀座線
2800110,2800110,京橋,2800111,2800111,銀座,30,28001,東京メトロ銀座線
2800111,2800111,銀座,2800112,1130102,新橋,1,28001,東京メトロ銀座線
2800112,1130102,新橋,2800113,2800113,虎ノ門,1,28001,東京メトロ銀座線
2800113,2800113,虎ノ門,2800114,2800114,溜池山王,1,28001,東京メトロ銀座線
2800114,2800114,溜池山王,2800115,2800115,赤坂見附,2,28001,東京メトロ銀座線
2800115,2800115,赤坂見附,2800116,2800116,青山一丁目,2,28001,東京メトロ銀座線
2800116,2800116,青山一丁目,2800117,2800117,外苑前,1,28001,東京メトロ銀座線
2800117,2800117,外苑前,2800118,2800118,表参道,1,28001,東京メトロ銀座線
2800118,2800118,表参道,2800119,1130205,渋谷,2,28001,東京メトロ銀座線
2800201,1130212,池袋,2800202,2800202,新大塚,3,28002,東京メトロ丸ノ内線
2800202,2800202,新大塚,2800203,2800203,茗荷谷,2,28002,東京メトロ丸ノ内線
2800203,2800203,茗荷谷,2800204,2800204,後楽園,2,28002,東京メトロ丸ノ内線
2800204,2800204,後楽園,2800205,2800205,本郷三丁目,1,28002,東京メトロ丸ノ内線
2800205,2800205,本郷三丁目,2800206,1131203,御茶ノ水,1,28002,東京メトロ丸ノ内線
2800206,1131203,御茶ノ水,2800207,1131203,淡路町,2,28002,東京メトロ丸ノ内線
2800207,1131203,淡路町,2800208,2800208,大手町,2,28002,東京メトロ丸ノ内線
2800208,2800208,大手町,2800209,1130101,東京,1,28002,東京メトロ丸ノ内線
2800209,1130101,東京,2800210,2800111,銀座,2,28002,東京メトロ丸ノ内線
2800210,2800111,銀座,2800211,2800211,霞ケ関,2,28002,東京メトロ丸ノ内線
2800211,2800211,霞ケ関,2800212,2800212,国会議事堂前,2,28002,東京メトロ丸ノ内線
2800212,2800212,国会議事堂前,2800213,2800115,赤坂見附,2,28002,東京メトロ丸ノ内線
2800213,2800115,赤坂見附,2800214,1131102,四ツ谷,2,28002,東京メトロ丸ノ内線
2800214,1131102,四ツ谷,2800215,2800215,四谷三丁目,2,28002,東京メトロ丸ノ内線
2800215,2800215,四谷三丁目,2800216,2800216,新宿御苑前,1,28002,東京メトロ丸ノ内線
2800216,2800216,新宿御苑前,2800217,2800217,新宿三丁目,2,28002,東京メトロ丸ノ内線
2800217,2800217,新宿三丁目,2800218,1130208,新宿,1,28002,東京メトロ丸ノ内線
2800218,1130208,新宿,2800219,2800219,西新宿,6,28002,東京メトロ丸ノ内線
2800219,2800219,西新宿,2800220,2800220,中野坂上,1,28002,東京メトロ丸ノ内線
2800220,2800220,中野坂上,2800221,2800221,新中野,1,28002,東京メトロ丸ノ内線
2800220,2800220,中野坂上,2800226,2800226,中野新橋,2,28002,東京メトロ丸ノ内線
2800221,2800221,新中野,2800222,2800222,東高円寺,1,28002,東京メトロ丸ノ内線
2800222,2800222,東高円寺,2800223,2800223,新高円寺,1,28002,東京メトロ丸ノ内線
2800223,2800223,新高円寺,2800224,2800224,南阿佐ケ谷,2,28002,東京メトロ丸ノ内線
2800224,2800224,南阿佐ケ谷,2800225,1131217,荻窪,3,28002,東京メトロ丸ノ内線
2800226,2800226,中野新橋,2800227,2800227,中野富士見町,1,28002,東京メトロ丸ノ内線
2800227,2800227,中野富士見町,2800228,2800228,方南町,2,28002,東京メトロ丸ノ内線
2800301,1132005,北千住,2800302,1132004,南千住,3,28003,東京メトロ日比谷線
2800302,1132004,南千住,2800303,2800303,三ノ輪,1,28003,東京メトロ日比谷線
2800303,2800303,三ノ輪,2800304,2800304,入谷,1,28003,東京メトロ日比谷線
2800304,2800304,入谷,2800305,1130220,上野,1,28003,東京メトロ日比谷線
2800305,1130220,上野,2800306,1130221,仲御徒町,1,28003,東京メトロ日比谷線
2800306,1130221,仲御徒町,2800307,1130222,秋葉原,2,28003,東京メトロ日比谷線
2800307,1130222,秋葉原,2800308,2800308,小伝馬町,2,28003,東京メトロ日比谷線
2800308,2800308,小伝馬町,2800309,2800309,人形町,1,28003,東京メトロ日比谷線
2800309,2800309,人形町,2800310,2800310,茅場町,2,28003,東京メトロ日比谷線
2800310,2800310,茅場町,2800311,1132602,八丁堀,1,28003,東京メトロ日比谷線
2800311,1132602,八丁堀,2800312,2800312,築地,1,28003,東京メトロ日比谷線
2800312,2800312,築地,2800313,2800313,東銀座,1,28003,東京メトロ日比谷線
2800313,2800313,東銀座,2800314,2800111,銀座,1,28003,東京メトロ日比谷線
2800314,2800111,銀座,2800315,1130225,日比谷,0,28003,東京メトロ日比谷線
2800315,1130225,日比谷,2800316,2800211,霞ケ関,1,28003,東京メトロ日比谷線
2800316,2800211,霞ケ関,2800322,2800113,虎ノ門ヒルズ,1,28003,東京メトロ日比谷線
2800317,2800317,神谷町,2800318,2800318,六本木,3,28003,東京メトロ日比谷線
2800318,2800318,六本木,2800319,2800319,広尾,3,28003,東京メトロ日比谷線
2800319,2800319,広尾,2800320,1130204,恵比寿,3,28003,東京メトロ日比谷線
2800320,1130204,恵比寿,2800321,2600103,中目黒,2,28003,東京メトロ日比谷線
2800322,2800113,虎ノ門ヒルズ,2800317,2800317,神谷町,1,28003,東京メトロ日比谷線
2800401,1131214,中野,2800402,2800402,落合,3,28004,東京メトロ東西線
2800402,2800402,落合,2800403,1130210,高田馬場,3,28004,東京メトロ東西線
2800403,1130210,高田馬場,2800404,2800404,早稲田,2,28004,東京メトロ東西線
2800404,2800404,早稲田,2800405,2800405,神楽坂,2,28004,東京メトロ東西線
2800405,2800405,神楽坂,2800406,1131316,飯田橋,2,28004,東京メトロ東西線
2800406,1131316,飯田橋,2800407,2800407,九段下,1,28004,東京メトロ東西線
2800407,2800407,九段下,2800408,2800408,竹橋,1,28004,東京メトロ東西線
2800408,2800408,竹橋,2800409,2800208,大手町,2,28004,東京メトロ東西線
2800409,2800208,大手町,2800410,2800109,日本橋,1,28004,東京メトロ東西線
2800410,2800109,日本橋,2800411,2800310,茅場町,1,28004,東京メトロ東西線
2800411,2800310,茅場町,2800412,2800412,門前仲町,2,28004,東京メトロ東西線
2800412,2800412,門前仲町,2800413,2800413,木場,1,28004,東京メトロ東西線
2800413,2800413,木場,2800414,2800414,東陽町,2,28004,東京メトロ東西線
2800414,2800414,東陽町,2800415,2800415,南砂町,2,28004,東京メトロ東西線
2800415,2800415,南砂町,2800416,2800416,西葛西,3,28004,東京メトロ東西線
2800416,2800416,西葛西,2800417,2800417,葛西,2,28004,東京メトロ東西線
2800501,2800501,北綾瀬,2800502,1132006,綾瀬,4,28005,東京メトロ千代田線
2800502,1132006,綾瀬,2800503,1132005,北千住,3,28005,東京メトロ千代田線
2800503,1132005,北千住,2800504,2300104,町屋,3,28005,東京メトロ千代田線
2800504,2300104,町屋,2800505,1130217,西日暮里,2,28005,東京メトロ千代田線
2800505,1130217,西日暮里,2800506,2800506,千駄木,1,28005,東京メトロ千代田線
2800506,2800506,千駄木,2800507,2800507,根津,1,28005,東京メトロ千代田線
2800507,2800507,根津,2800508,2800508,湯島,1,28005,東京メトロ千代田線
2800508,2800508,湯島,2800509,1131203,新御茶ノ水,1,28005,東京メトロ千代田線
2800509,1131203,新御茶ノ水,2800510,2800208,大手町,2,28005,東京メトロ千代田線
2800510,2800208,大手町,2800511,2800511,二重橋前,1,28005,東京メトロ千代田線
2800511,2800511,二重橋前,2800512,1130225,日比谷,1,28005,東京メトロ千代田線
2800512,1130225,日比谷,2800513,2800211,霞ケ関,1,28005,東京メトロ千代田線
2800513,2800211,霞ケ関,2800514,2800212,国会議事堂前,2,28005,東京メトロ千代田線
2800514,2800212,国会議事堂前,2800515,2800515,赤坂,1,28005,東京メトロ千代田線
2800515,2800515,赤坂,2800516,2800516,乃木坂,2,28005,東京メトロ千代田線
2800516,2800516,乃木坂,2800517,2800118,表参道,2,28005,東京メトロ千代田線
2800517,2800118,表参道,2800518,1130206,明治神宮前〈原宿〉,1,28005,東京メトロ千代田線
2800518,1130206,明治神宮前〈原宿〉,2800519,2500104,代々木公園,1,28005,東京メトロ千代田線
2800519,2500104,代々木公園,2800520,2500105,代々木上原,1,28005,東京メトロ千代田線
2800602,2100110,地下鉄成増,2800603,2100109,地下鉄赤塚,2,28006,東京メトロ有楽町線
2800603,2100109,地下鉄赤塚,2800604,2800604,平和台,2,28006,東京メトロ有楽町線
2800604,2800604,平和台,2800605,2800605,氷川台,2,28006,東京メトロ有楽町線
2800605,2800605,氷川台,2800606,2200301,小竹向原,2,28006,東京メトロ有楽町線
2800606,2200301,小竹向原,2800607,2800607,千川,2,28006,東京メトロ有楽町線
2800607,2800607,千川,2800608,2800608,要町,2,28006,東京メトロ有楽町線
2800608,2800608,要町,2800609,1130212,池袋,1,28006,東京メトロ有楽町線
2800609,1130212,池袋,2800610,2800610,東池袋,2,28006,東京メトロ有楽町線
2800610,2800610,東池袋,2800611,2800611,護国寺,1,28006,東京メトロ有楽町線
2800611,2800611,護国寺,2800612,2800612,江戸川橋,2,28006,東京メトロ有楽町線
2800612,2800612,江戸川橋,2800613,1131316,飯田橋,3,28006,東京メトロ有楽町線
2800613,1131316,飯田橋,2800614,1131315,市ケ谷,1,28006,東京メトロ有楽町線
2800614,1131315,市ケ谷,2800615,2800615,麹町,2,28006,東京メトロ有楽町線
2800615,2800615,麹町,2800616,2800115,永田町,2,28006,東京メトロ有楽町線
2800616,2800115,永田町,2800617,2800617,桜田門,2,28006,東京メトロ有楽町線
2800617,2800617,桜田門,2800618,1130225,有楽町,1,28006,東京メトロ有楽町線
2800618,1130225,有楽町,2800619,2800111,銀座一丁目,1,28006,東京メトロ有楽町線
2800619,2800111,銀座一丁目,2800620,2800312,新富町,1,28006,東京メトロ有楽町線
2800620,2800312,新富町,2800621,2800621,月島,2,28006,東京メトロ有楽町線
2800621,2800621,月島,2800622,2800622,豊洲,2,28006,東京メトロ有楽町線
2800622,2800622,豊洲,2800623,2800623,辰巳,2,28006,東京メトロ有楽町線
2800623,2800623,辰巳,2800624,1132605,新木場,2,28006,東京メトロ有楽町線
2800801,1130205,渋谷,2800802,2800118,表参道,2,28008,東京メトロ半蔵門線
2800802,2800118,表参道,2800803,2800116,青山一丁目,3,28008,東京メトロ半蔵門線
2800803,2800116,青山一丁目,2800804,2800115,永田町,2,28008,東京メトロ半蔵門線
2800804,2800115,永田町,2800805,2800805,半蔵門,2,28008,東京メトロ半蔵門線
2800805,2800805,半蔵門,2800806,2800407,九段下,2,28008,東京メトロ半蔵門線
2800806,2800407,九段下,2800807,2800807,神保町,1,28008,東京メトロ半蔵門線
2800807,2800807,神保町,2800808,2800208,大手町,3,28008,東京メトロ半蔵門線
2800808,2800208,大手町,2800809,1131402,三越前,1,28008,東京メトロ半蔵門線
2800809,1131402,三越前,2800810,2800309,水天宮前,2,28008,東京メトロ半蔵門線
2800810,2800309,水天宮前,2800811,2800811,清澄白河,2,28008,東京メトロ半蔵門線
2800811,2800811,清澄白河,2800814,2800814,住吉,3,28008,東京メトロ半蔵門線
2800812,1131322,錦糸町,2800813,2100203,押上〈スカイツリー前〉,13,28008,東京メトロ半蔵門線
2800814,2800814,住吉,2800812,1131322,錦糸町,1,28008,東京メトロ半蔵門線
2800901,2800901,赤羽岩淵,2800902,2800902,志茂,2,28009,東京メトロ南北線
2800902,2800902,志茂,2800903,2800903,王子神谷,2,28009,東京メトロ南北線
2800903,2800903,王子神谷,2800904,1133212,王子,2,28009,東京メトロ南北線
2800904,1133212,王子,2800905,2800905,西ケ原,1,28009,東京メトロ南北線
2800905,2800905,西ケ原,2800906,1130215,駒込,2,28009,東京メトロ南北線
2800906,1130215,駒込,2800907,2800907,本駒込,2,28009,東京メトロ南北線
2800907,2800907,本駒込,2800908,2800908,東大前,1,28009,東京メトロ南北線
2800908,2800908,東大前,2800909,2800204,後楽園,3,28009,東京メトロ南北線
2800909,2800204,後楽園,2800910,1131316,飯田橋,2,28009,東京メトロ南北線
2800910,1131316,飯田橋,2800911,1131315,市ケ谷,1,28009,東京メトロ南北線
2800911,1131315,市ケ谷,2800912,1131102,四ツ谷,1,28009,東京メトロ南北線
2800912,1131102,四ツ谷,2800913,2800115,永田町,2,28009,東京メトロ南北線
2800913,2800115,永田町,2800914,2800114,溜池山王,1,28009,東京メトロ南北線
2800914,2800114,溜池山王,2800915,2800915,六本木一丁目,2,28009,東京メトロ南北線
2800915,2800915,六本木一丁目,2800916,2800916,麻布十番,1,28009,東京メトロ南北線
2800916,2800916,麻布十番,2800917,2800917,白金高輪,2,28009,東京メトロ南北線
2800917,2800917,白金高輪,2800918,2800918,白金台,2,28009,東京メトロ南北線
2800918,2800918,白金台,2800919,1130203,目黒,2,28009,東京メトロ南北線
2801002,2100110,地下鉄成増,2801003,2100109,地下鉄赤塚,2,28010,東京メトロ副都心線
2801003,2100109,地下鉄赤塚,2801004,2800604,平和台,2,28010,東京メトロ副都心線
2801004,2800604,平和台,2801005,2800605,氷川台,2,28010,東京メトロ副都心線
2801005,2800605,氷川台,2801006,2200301,小竹向原,2,28010,東京メトロ副都心線
2801006,2200301,小竹向原,2801007,2800607,千川,2,28010,東京メトロ副都心線
2801007,2800607,千川,2801008,2800608,要町,2,28010,東京メトロ副都心線
2801008,2800608,要町,2801009,1130212,池袋,1,28010,東京メトロ副都心線
2801009,1130212,池袋,2801010,2801010,雑司が谷,2,28010,東京メトロ副都心線
2801010,2801010,雑司が谷,2801011,2801011,西早稲田,1,28010,東京メトロ副都心線
2801011,2801011,西早稲田,2801012,2801012,東新宿,2,28010,東京メトロ副都心線
2801012,2801012,東新宿,2801013,2800217,新宿三丁目,2,28010,東京メトロ副都心線
2801013,2800217,新宿三丁目,2801014,2801014,北参道,2,28010,東京メトロ副都心線
2801014,2801014,北参道,2801015,1130206,明治神宮前〈原宿〉,2,28010,東京メトロ副都心線
2801015,1130206,明治神宮前〈原宿〉,2801016,1130205,渋谷,2,28010,東京メトロ副都心線
9930101,9930101,都庁前,9930102,9930102,新宿西口,1,99301,都営大江戸線
9930101,9930101,都庁前,9930129,9930129,西新宿五丁目,2,99301,都営大江戸線
9930102,9930102,新宿西口,9930103,2801012,東新宿,2,99301,都営大江戸線
9930103,2801012,東新宿,9930104,9930104,若松河田,2,99301,都営大江戸線
9930104,9930104,若松河田,9930105,9930105,牛込柳町,1,99301,都営大江戸線
9930105,9930105,牛込柳町,9930106,9930106,牛込神楽坂,2,99301,都営大江戸線
9930106,9930106,牛込神楽坂,9930107,1131316,飯田橋,2,99301,都営大江戸線
9930107,1131316,飯田橋,9930108,9930108,春日,2,99301,都営大江戸線
9930108,9930108,春日,9930109,2800205,本郷三丁目,1,99301,都営大江戸線
9930109,2800205,本郷三丁目,9930110,1130221,上野御徒町,2,99301,都営大江戸線
9930110,1130221,上野御徒町,9930111,9930111,新御徒町,1,99301,都営大江戸線
9930111,9930111,新御徒町,9930112,9930112,蔵前,1,99301,都営大江戸線
9930112,9930112,蔵前,9930113,1131321,両国,12,99301,都営大江戸線
9930113,1131321,両国,9930114,9930114,森下,11,99301,都営大江戸線
9930114,9930114,森下,9930115,2800811,清澄白河,1,99301,都営大江戸線
9930115,2800811,清澄白河,9930116,2800412,門前仲町,2,99301,都営大江戸線
9930116,2800412,門前仲町,9930117,2800621,月島,1,99301,都営大江戸線
9930117,2800621,月島,9930118,9930118,勝どき,1,99301,都営大江戸線
9930118,9930118,勝どき,9930119,9930119,築地市場,2,99301,都営大江戸線
9930119,9930119,築地市場,9930120,9930120,汐留,2,99301,都営大江戸線
9930120,9930120,汐留,9930121,9930121,大門,1,99301,都営大江戸線
9930121,9930121,大門,9930122,9930122,赤羽橋,2,99301,都営大江戸線
9930122,9930122,赤羽橋,9930123,2800916,麻布十番,1,99301,都営大江戸線
9930123,2800916,麻布十番,9930124,2800318,六本木,2,99301,都営大江戸線
9930124,2800318,六本木,9930125,2800116,青山一丁目,2,99301,都営大江戸線
9930125,2800116,青山一丁目,9930126,9930126,国立競技場,2,99301,都営大江戸線
9930126,9930126,国立競技場,9930127,1130207,代々木,2,99301,都営大江戸線
9930127,1130207,代々木,9930128,1130208,新宿,2,99301,都営大江戸線
9930128,1130208,新宿,9930101,9930101,都庁前,2,99301,都営大江戸線
